epoch,steps,cos_sim-Accuracy@1,cos_sim-Accuracy@3,cos_sim-Accuracy@5,cos_sim-Accuracy@10,cos_sim-Precision@1,cos_sim-Recall@1,cos_sim-Precision@3,cos_sim-Recall@3,cos_sim-Precision@5,cos_sim-Recall@5,cos_sim-Precision@10,cos_sim-Recall@10,cos_sim-MRR@10,cos_sim-NDCG@10,cos_sim-MAP@100,dot_score-Accuracy@1,dot_score-Accuracy@3,dot_score-Accuracy@5,dot_score-Accuracy@10,dot_score-Precision@1,dot_score-Recall@1,dot_score-Precision@3,dot_score-Recall@3,dot_score-Precision@5,dot_score-Recall@5,dot_score-Precision@10,dot_score-Recall@10,dot_score-MRR@10,dot_score-NDCG@10,dot_score-MAP@100
-1,-1,0.5769230769230769,0.7582417582417582,0.8351648351648352,0.9010989010989011,0.5769230769230769,0.5769230769230769,0.2527472527472527,0.7582417582417582,0.167032967032967,0.8351648351648352,0.09010989010989011,0.9010989010989011,0.6834685156113727,0.7360546769094654,0.6876561408858112,0.5824175824175825,0.7637362637362637,0.8241758241758241,0.9010989010989011,0.5824175824175825,0.5824175824175825,0.25457875457875456,0.7637362637362637,0.1648351648351648,0.8241758241758241,0.09010989010989011,0.9010989010989011,0.6872274550845979,0.7387692171998413,0.6914052642120058
