epoch,steps,cos_sim-Accuracy@1,cos_sim-Accuracy@3,cos_sim-Accuracy@5,cos_sim-Accuracy@10,cos_sim-Precision@1,cos_sim-Recall@1,cos_sim-Precision@3,cos_sim-Recall@3,cos_sim-Precision@5,cos_sim-Recall@5,cos_sim-Precision@10,cos_sim-Recall@10,cos_sim-MRR@10,cos_sim-NDCG@10,cos_sim-MAP@100,dot_score-Accuracy@1,dot_score-Accuracy@3,dot_score-Accuracy@5,dot_score-Accuracy@10,dot_score-Precision@1,dot_score-Recall@1,dot_score-Precision@3,dot_score-Recall@3,dot_score-Precision@5,dot_score-Recall@5,dot_score-Precision@10,dot_score-Recall@10,dot_score-MRR@10,dot_score-NDCG@10,dot_score-MAP@100
-1,-1,0.6318681318681318,0.7802197802197802,0.8626373626373627,0.9395604395604396,0.6318681318681318,0.6318681318681318,0.26007326007326004,0.7802197802197802,0.17252747252747247,0.8626373626373627,0.09395604395604393,0.9395604395604396,0.7291317809174951,0.779736395418739,0.7315810324641175,0.6318681318681318,0.7747252747252747,0.8736263736263736,0.9340659340659341,0.6318681318681318,0.6318681318681318,0.25824175824175827,0.7747252747252747,0.17472527472527466,0.8736263736263736,0.09340659340659337,0.9340659340659341,0.7285954125239841,0.7780904477063922,0.7315019183166347
